,cena,powierzchnia,liczba_pokoi,stan_wykonczenia,balkon_ogrod_taras,czynsz,miejsce_parkingowe,ogrzewanie,lokalizacja
3278,669000,48.9,2,do wykończenia,balkon,676,,,"Ruczaj, Dębniki, Kraków, małopolskie"
3279,941600,53.5,3,do wykończenia,"ogródek, taras",,garaż/miejsce parkingowe,miejskie,"ul. Rydlówka, Stare Podgórze, Podgórze, Kraków, małopolskie"
3280,946967,68.72,3,do wykończenia,balkon,,,miejskie,"Piaski Wielkie, Podgórze Duchackie, Kraków, małopolskie"
3281,933256,68.72,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Turniejowa, Kurdwanów, Podgórze Duchackie, Kraków, małopolskie"
3282,850000,57.0,3,do zamieszkania,,720,,miejskie,"ul. Mazowiecka, Krowodrza, Krowodrza, Kraków, małopolskie"
3283,,110.0,4,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Grzegórzecka 77, Grzegórzki, Grzegórzki, Kraków, małopolskie"
3284,680960,44.8,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Lipska, Płaszów, Podgórze, Kraków, małopolskie"
3285,876000,70.0,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Lipska, Płaszów, Podgórze, Kraków, małopolskie"
3286,513000,47.0,2,do wykończenia,balkon,,,miejskie,"Jaworowa, Wieliczka, Wieliczka, wielicki, małopolskie"
3287,660000,26.0,1,do zamieszkania,taras,350,,inne,"Żabiniec, Prądnik Biały, Kraków, małopolskie"
3288,859000,61.9,3,do zamieszkania,balkon,,,gazowe,"ul. Władysława Łokietka, Tonie, Prądnik Biały, Kraków, małopolskie"
3289,953665,68.72,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Turniejowa, Kurdwanów, Podgórze Duchackie, Kraków, małopolskie"
3290,1170546,89.66,4,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Turniejowa, Kurdwanów, Podgórze Duchackie, Kraków, małopolskie"
3291,939985,69.84,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Turniejowa, Piaski Wielkie, Podgórze Duchackie, Kraków, małopolskie"
3292,720000,64.97,3,do zamieszkania,balkon,950,,miejskie,"Osiedle Oświecenia, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
3293,1149000,82.06,4,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Walerego Sławka, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
3294,559000,29.0,2,do zamieszkania,balkon,300,,miejskie,"Stare Podgórze, Podgórze, Kraków, małopolskie"
3295,924924,68.72,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Turniejowa, Kurdwanów, Podgórze Duchackie, Kraków, małopolskie"
3296,887865,68.01,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Turniejowa, Kurdwanów, Podgórze Duchackie, Kraków, małopolskie"
3297,795840,49.7,3,,,,,,"Jana Kantego Federowicza, Skotniki, Dębniki, Kraków, małopolskie"
3298,678000,34.0,2,,,,garaż/miejsce parkingowe,gazowe,"Stare Miasto, Stare Miasto, Kraków, małopolskie"
3299,,45.87,2,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Jerozolimska, Kabel, Podgórze, Kraków, małopolskie"
3300,937075,68.72,3,do wykończenia,,,garaż/miejsce parkingowe,miejskie,"ul. Turniejowa, Kurdwanów, Podgórze Duchackie, Kraków, małopolskie"
3301,900749,68.01,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Turniejowa, Kurdwanów, Podgórze Duchackie, Kraków, małopolskie"
3302,836143,61.63,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Piaski Wielkie, Podgórze Duchackie, Kraków, małopolskie"
3303,856846,65.81,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Turniejowa, Kurdwanów, Podgórze Duchackie, Kraków, małopolskie"
3304,844743,61.63,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Turniejowa, Kurdwanów, Podgórze Duchackie, Kraków, małopolskie"
3305,1720080,71.67,4,do wykończenia,"balkon, taras",,garaż/miejsce parkingowe,miejskie,"ul. Kalwaryjska, Stare Podgórze, Podgórze, Kraków, małopolskie"
3306,820000,68.91,5,do wykończenia,"taras, ogródek",,garaż/miejsce parkingowe,,"ul. Gaik, Tonie, Prądnik Biały, Kraków, małopolskie"
3307,973299,50.43,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Cieszyńska, Krowodrza, Krowodrza, Kraków, małopolskie"
3308,,59.74,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
3309,998000,73.0,4,do remontu,"balkon, ogródek",,garaż/miejsce parkingowe,miejskie,"ul. dr. Jana Piltza, Kobierzyn, Dębniki, Kraków, małopolskie"
3310,1050000,82.0,4,,balkon,940,garaż/miejsce parkingowe,miejskie,"Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
3311,995000,50.0,2,do zamieszkania,balkon,550,garaż/miejsce parkingowe,miejskie,"ul. Rydlówka, Stare Podgórze, Podgórze, Kraków, małopolskie"
3312,1104700,49.12,2,do zamieszkania,balkon,500,,miejskie,"Kazimierz, Stare Miasto, Kraków, małopolskie"
3313,670000,41.3,2,do zamieszkania,"balkon, ogródek",500,garaż/miejsce parkingowe,miejskie,"ul. Józefa Łepkowskiego, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie"
3314,834400,47.68,1,do wykończenia,balkon,,,miejskie,"Grzegórzki, Grzegórzki, Kraków, małopolskie"
3315,720000,38.0,3,do zamieszkania,"ogródek, taras",500,garaż/miejsce parkingowe,miejskie,"ul. Sosnowiecka, Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie"
3316,774000,49.5,3,,,,,,"ul. Bartosza Głowackiego, Łobzów, Krowodrza, Kraków, małopolskie"
3317,815000,66.7,3,do wykończenia,balkon,500,garaż/miejsce parkingowe,miejskie,"ul. Jana Kurczaba, Prokocim, Bieżanów-Prokocim, Kraków, małopolskie"
3318,699000,55.88,3,do zamieszkania,balkon,640,,miejskie,"os. Krakowiaków, Nowa Huta, Nowa Huta, Kraków, małopolskie"
3319,857000,52.0,3,,,,,,"ul. Samuela Lindego, Bronowice, Bronowice, Kraków, małopolskie"
3320,650000,38.0,2,,,500,,miejskie,"Azory, Prądnik Biały, Kraków, małopolskie"
3321,379000,23.2,1,,,,,inne,"Dębniki, Dębniki, Kraków, małopolskie"
3322,998000,93.0,4,do zamieszkania,balkon,650,,gazowe,"ul. Kaczorówka, Tonie, Prądnik Biały, Kraków, małopolskie"
3323,550000,39.5,2,,balkon,,,miejskie,"Krowodrza, Krowodrza, Kraków, małopolskie"
3324,680000,57.3,2,do zamieszkania,balkon,300,,gazowe,"Bielany, Bielany, Zwierzyniec, Kraków, małopolskie"
3325,897798,73.59,3,do wykończenia,ogródek,,garaż/miejsce parkingowe,gazowe,"ul. Piaskowa, Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie"
3326,1115000,67.36,3,,balkon,,garaż/miejsce parkingowe,miejskie,"Krowodrza Górka, Prądnik Biały, Kraków, małopolskie"
3327,742000,53.0,3,do zamieszkania,balkon,,,miejskie,"ul. Cienista, Bieńczyce, Bieńczyce, Kraków, małopolskie"
3328,1200000,90.0,3,,balkon,,garaż/miejsce parkingowe,gazowe,"ul. Ernesta Solvaya, Borek Fałęcki, Łagiewniki-Borek Fałęcki, Kraków, małopolskie"
3329,,87.95,4,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Grzegórzecka 77, Grzegórzki, Grzegórzki, Kraków, małopolskie"
3330,1210000,44.3,2,do zamieszkania,,310,,inne,"Kazimierz, Stare Miasto, Kraków, małopolskie"
3331,325000,23.6,1,do zamieszkania,,170,,elektryczne,"ul. Józefitów, Nowa Wieś, Krowodrza, Kraków, małopolskie"
3332,880000,46.0,1,do zamieszkania,,,,gazowe,"ul. Berka Joselewicza, Kazimierz, Stare Miasto, Kraków, małopolskie"
3333,,51.25,2,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Jerozolimska, Kabel, Podgórze, Kraków, małopolskie"
3334,849000,44.19,1,do zamieszkania,,240,,gazowe,"ul. Rakowicka, Wesoła Wschód, Grzegórzki, Kraków, małopolskie"
3335,1094117,56.69,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Cieszyńska, Krowodrza, Krowodrza, Kraków, małopolskie"
3336,,51.31,3,do wykończenia,"balkon, ogródek, taras",,garaż/miejsce parkingowe,miejskie,"Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
3337,,128.25,4,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Kazimierza Wierzyńskiego 53, Mydlniki, Bronowice, Kraków, małopolskie"
3338,799000,66.7,3,do wykończenia,balkon,700,garaż/miejsce parkingowe,miejskie,"ul. Wielicka, Prokocim, Bieżanów-Prokocim, Kraków, małopolskie"
3339,1040000,73.0,3,do remontu,balkon,650,garaż/miejsce parkingowe,miejskie,"Łobzów, Krowodrza, Kraków, małopolskie"
3340,690000,34.81,1,,balkon,173,,gazowe,"ul. Lucjana Rydla, Bronowice, Bronowice, Kraków, małopolskie"
3341,950000,66.0,4,do zamieszkania,balkon,700,garaż/miejsce parkingowe,miejskie,"Azory, Prądnik Biały, Kraków, małopolskie"
3342,850000,70.0,3,do zamieszkania,balkon,,,,"ul. Lilli Wenedy, Prokocim, Bieżanów-Prokocim, Kraków, małopolskie"
3343,841923,51.37,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Stare Podgórze, Podgórze, Kraków, małopolskie"
3344,562675,32.48,2,do wykończenia,balkon,350,garaż/miejsce parkingowe,miejskie,"Stare Podgórze, Podgórze, Kraków, małopolskie"
3345,1990000,144.0,6,do zamieszkania,,1000,,gazowe,"ul. Krowoderska, Kleparz, Stare Miasto, Kraków, małopolskie"
3346,980000,68.0,3,,,,,,"ul. Wielopole, Wesoła Zachód, Stare Miasto, Kraków, małopolskie"
3347,700000,49.0,2,do wykończenia,balkon,,,gazowe,"ul. Samuela Lindego, Bronowice, Bronowice, Kraków, małopolskie"
3348,637700,38.65,1,do zamieszkania,balkon,600,,miejskie,"ul. Zygmunta Miłkowskiego 5, Ruczaj, Dębniki, Kraków, małopolskie"
3349,930800,52.0,2,do zamieszkania,balkon,600,garaż/miejsce parkingowe,miejskie,"ul. Władysława Łokietka, Krowodrza, Krowodrza, Kraków, małopolskie"
3350,691179,40.66,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Stare Podgórze, Podgórze, Kraków, małopolskie"
3351,420000,26.4,1,do wykończenia,"balkon, ogródek",300,,miejskie,"ul. prof. Michała Bobrzyńskiego, Ruczaj, Dębniki, Kraków, małopolskie"
3352,668000,52.0,3,do wykończenia,balkon,560,garaż/miejsce parkingowe,miejskie,"ul. Henryka Pachońskiego, Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
3353,,51.21,2,do wykończenia,"taras, ogródek",,garaż/miejsce parkingowe,,"ul. Jerozolimska, Kabel, Podgórze, Kraków, małopolskie"
3354,,68.17,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Jerozolimska, Kabel, Podgórze, Kraków, małopolskie"
3355,748763,50.3,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Walerego Sławka, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
3356,790000,62.0,3,do zamieszkania,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Jana Sas-Zubrzyckiego, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
3357,2271940,103.27,4,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Grzegórzki, Grzegórzki, Kraków, małopolskie"
3358,1300000,131.0,4,do zamieszkania,balkon,,garaż/miejsce parkingowe,inne,"Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
3359,630000,58.0,3,do remontu,balkon,710,,miejskie,"Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie"
3360,699000,56.0,3,do wykończenia,balkon,,,miejskie,"ul. Ignacego Mościckiego, Nowa Huta, Nowa Huta, Kraków, małopolskie"
3361,3000000,93.0,3,do zamieszkania,taras,,garaż/miejsce parkingowe,,"ul. Grzegórzecka, Grzegórzki, Grzegórzki, Kraków, małopolskie"
3362,639000,45.0,2,do wykończenia,"ogródek, taras",350,garaż/miejsce parkingowe,miejskie,"ul. Tytusa Czyżewskiego, Łobzów, Krowodrza, Kraków, małopolskie"
3363,658000,42.0,2,do wykończenia,"ogródek, taras",400,garaż/miejsce parkingowe,miejskie,"Papierni Prądnickich, Górka Narodowa, Prądnik Biały, Kraków, małopolskie"
3364,518000,30.0,2,do wykończenia,ogródek,200,garaż/miejsce parkingowe,miejskie,"Nowa Wieś, Krowodrza, Kraków, małopolskie"
3365,599017,39.67,2,do wykończenia,ogródek,,garaż/miejsce parkingowe,,"ul. Piaskowa, Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie"
3366,1990000,76.5,1,do zamieszkania,balkon,500,,,"pl. Juliusza Kossaka, Nowy Świat, Stare Miasto, Kraków, małopolskie"
3367,1199000,71.5,3,do zamieszkania,balkon,940,garaż/miejsce parkingowe,miejskie,"Żabiniec, Prądnik Biały, Kraków, małopolskie"
3368,1399000,110.1,4,do zamieszkania,"taras, balkon",520,garaż/miejsce parkingowe,gazowe,"ul. Rzepichy, Zakamycze, Zwierzyniec, Kraków, małopolskie"
3369,994840,52.36,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Cieszyńska, Krowodrza, Krowodrza, Kraków, małopolskie"
3370,,56.42,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
3371,,95.59,5,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Kazimierza Wierzyńskiego 53, Mydlniki, Bronowice, Kraków, małopolskie"
3372,,56.43,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Piotra Borowego, Zwierzyniec, Zwierzyniec, Kraków, małopolskie"
3373,549000,29.0,2,do zamieszkania,balkon,250,garaż/miejsce parkingowe,miejskie,"ul. Zabłocie, Zabłocie, Podgórze, Kraków, małopolskie"
3374,749000,39.5,2,do zamieszkania,balkon,500,garaż/miejsce parkingowe,miejskie,"ul. dr. Jana Piltza, Ruczaj, Dębniki, Kraków, małopolskie"
3375,1169000,73.45,3,do zamieszkania,"taras, balkon, ogródek",700,garaż/miejsce parkingowe,miejskie,"ul. Stoigniewa, Kabel, Podgórze, Kraków, małopolskie"
3376,866320,66.64,3,do zamieszkania,balkon,,,miejskie,"Osiedle Górali, Nowa Huta, Nowa Huta, Kraków, małopolskie"
3377,988831,49.69,2,do wykończenia,balkon,500,,miejskie,"ul. Romana Kiełkowskiego, Zabłocie, Podgórze, Kraków, małopolskie"
3378,788100,45.82,2,,balkon,,garaż/miejsce parkingowe,,"Bronowice, Bronowice, Kraków, małopolskie"
3379,724600,42.13,2,,balkon,,garaż/miejsce parkingowe,,"Bronowice, Bronowice, Kraków, małopolskie"
3380,709000,42.93,2,do zamieszkania,balkon,520,garaż/miejsce parkingowe,miejskie,"ul. Bolesława Orlińskiego, Czyżyny, Czyżyny, Kraków, małopolskie"
3381,457000,30.3,1,,balkon,,,miejskie,"ul. Daliowa, Kurdwanów, Podgórze Duchackie, Kraków, małopolskie"
3382,2145000,130.0,4,do zamieszkania,taras,1300,garaż/miejsce parkingowe,miejskie,"ul. Bolesława Orlińskiego, Czyżyny, Czyżyny, Kraków, małopolskie"
3383,790000,66.0,3,do zamieszkania,balkon,,,miejskie,"os. Bohaterów Września, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
3384,1290000,69.47,2,,balkon,740,,miejskie,"ul. Mała Góra, Nowy Świat, Stare Miasto, Kraków, małopolskie"
3385,615000,31.5,2,,,306,garaż/miejsce parkingowe,miejskie,"ul. Kalwaryjska, Stare Podgórze, Podgórze, Kraków, małopolskie"
3386,779000,46.71,2,,balkon,450,garaż/miejsce parkingowe,miejskie,"ul. Kluczborska, Krowodrza Górka, Prądnik Biały, Kraków, małopolskie"
3387,699000,47.0,2,do wykończenia,balkon,450,garaż/miejsce parkingowe,miejskie,"ul. Jerozolimska, Kabel, Podgórze, Kraków, małopolskie"
3388,750000,69.0,3,do wykończenia,,600,garaż/miejsce parkingowe,miejskie,"os. Zielone, Nowa Huta, Nowa Huta, Kraków, małopolskie"
3389,968500,70.76,4,do zamieszkania,"balkon, ogródek",570,garaż/miejsce parkingowe,miejskie,"ul. Lublańska, Olsza, Prądnik Czerwony, Kraków, małopolskie"
3390,1546320,81.6,3,,,,garaż/miejsce parkingowe,miejskie,"Armii Krajowej - okolice, Małe Błonia, Krowodrza, Kraków, małopolskie"
3391,1520348,81.52,3,,,,garaż/miejsce parkingowe,miejskie,"Armii Krajowej - okolice, Małe Błonia, Krowodrza, Kraków, małopolskie"
3392,1361874,77.16,3,,,,garaż/miejsce parkingowe,miejskie,"Armii Krajowej - okolice, Małe Błonia, Krowodrza, Kraków, małopolskie"
3393,1599000,165.0,6,do remontu,,,,gazowe,"Kazimierz, Stare Miasto, Kraków, małopolskie"
3394,495000,19.5,1,do zamieszkania,,250,,gazowe,"Dębniki, Dębniki, Kraków, małopolskie"
3395,800360,57.39,2,,,,,,"ul. Rydlówka, Stare Podgórze, Podgórze, Kraków, małopolskie"
3396,1350000,63.0,2,do zamieszkania,balkon,500,,miejskie,"marszałka JózefaPiłsudskiego, Piasek, Stare Miasto, Kraków, małopolskie"
3397,828100,34.0,1,do zamieszkania,"balkon, ogródek",350,garaż/miejsce parkingowe,miejskie,"ul. Rakowicka, Wesoła Wschód, Grzegórzki, Kraków, małopolskie"
3398,953500,80.0,4,do zamieszkania,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Eljasza Walerego Radzikowskiego, Azory, Prądnik Biały, Kraków, małopolskie"
3399,965000,56.0,3,do zamieszkania,,,,,"ul. Józefa Sarego, Stradom, Stare Miasto, Kraków, małopolskie"
3400,970000,97.42,4,,"balkon, ogródek",,,,"Bielany, Zwierzyniec, Kraków, małopolskie"
3401,690000,46.93,2,,balkon,,,miejskie,"Mydlniki, Bronowice, Kraków, małopolskie"
3402,836143,60.7,3,do wykończenia,balkon,,,miejskie,"ul. Turniejowa, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
3403,1150000,43.34,2,do zamieszkania,,1100,garaż/miejsce parkingowe,miejskie,"ul. Sukiennicza, Stradom, Stare Miasto, Kraków, małopolskie"
3404,865000,54.2,2,do zamieszkania,balkon,610,garaż/miejsce parkingowe,miejskie,"Kompozytorów, Bronowice Małe, Bronowice, Kraków, małopolskie"
3405,835000,51.5,2,do zamieszkania,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Władysława Krygowskiego, Kliny, Swoszowice, Kraków, małopolskie"
3406,712140,45.65,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Józefa Łepkowskiego, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie"
3407,649004,36.5,2,do wykończenia,,,,miejskie,"ul. Walerego Sławka, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
3408,1149000,81.87,4,do wykończenia,,,garaż/miejsce parkingowe,miejskie,"ul. Walerego Sławka, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
3409,1959000,98.0,4,do zamieszkania,balkon,900,garaż/miejsce parkingowe,,"ul. bp. Jana Prandoty, Przedmieście Warszawskie, Stare Miasto, Kraków, małopolskie"
3410,1149000,84.48,4,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Walerego Sławka, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
3411,749070,59.45,3,do wykończenia,,,garaż/miejsce parkingowe,miejskie,"os. Bohaterów Września, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
3412,2003346,96.78,4,do wykończenia,ogródek,,,miejskie,"ul. Stanisława Przybyszewskiego, Bronowice, Bronowice, Kraków, małopolskie"
3413,1280000,90.66,3,do zamieszkania,balkon,470,,gazowe,"ul. Henryka Siemiradzkiego, Piasek, Stare Miasto, Kraków, małopolskie"
3414,1398000,119.45,4,,"balkon, taras",,garaż/miejsce parkingowe,,"ul. Tyniecka, Bodzów, Dębniki, Kraków, małopolskie"
3415,699000,33.0,2,do zamieszkania,taras,340,,miejskie,"ul. Stefana Banacha, Górka Narodowa, Prądnik Biały, Kraków, małopolskie"
3416,880000,60.83,2,do remontu,balkon,600,,miejskie,"ul. Wielicka, Kabel, Podgórze, Kraków, małopolskie"
3417,605038,37.58,2,do wykończenia,,,garaż/miejsce parkingowe,miejskie,"os. Bohaterów Września, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
3418,552800,34.55,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"os. Bohaterów Września, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
3419,1638914,88.83,4,do wykończenia,ogródek,,garaż/miejsce parkingowe,,"ul. Stanisława Przybyszewskiego, Bronowice, Bronowice, Kraków, małopolskie"
3420,1491499,101.67,4,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Piaszczysta, Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
3421,3600000,242.15,4,do zamieszkania,"ogródek, taras",,garaż/miejsce parkingowe,gazowe,"ul. Jesionowa, Wola Justowska, Zwierzyniec, Kraków, małopolskie"
3422,1250000,54.93,2,do zamieszkania,balkon,845,garaż/miejsce parkingowe,miejskie,"ul. Krowoderska, Piasek, Stare Miasto, Kraków, małopolskie"
3423,670000,52.5,3,do wykończenia,balkon,600,garaż/miejsce parkingowe,miejskie,"ul. Pilotów, Rakowice, Prądnik Czerwony, Kraków, małopolskie"
3424,849000,58.92,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Stanisława Klimeckiego, Zabłocie, Podgórze, Kraków, małopolskie"
3425,1149000,84.48,4,do wykończenia,,,,miejskie,"ul. Walerego Sławka, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
3426,569000,38.0,2,do wykończenia,balkon,500,garaż/miejsce parkingowe,miejskie,"ul. Bolesława Czerwieńskiego, Azory, Prądnik Biały, Kraków, małopolskie"
3427,2550000,108.0,3,do zamieszkania,balkon,1100,,miejskie,"ul. Bocheńska, Kazimierz, Stare Miasto, Kraków, małopolskie"
3428,1501920,100.8,4,do wykończenia,"balkon, taras",,garaż/miejsce parkingowe,miejskie,"ul. Piaszczysta, Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
3429,1129000,80.68,3,,balkon,790,garaż/miejsce parkingowe,miejskie,"ul. Raciborska, Ruczaj, Dębniki, Kraków, małopolskie"
